DataSet,PhotoName,Removal Reason,Data Label
train_data,27563.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 2.0], 'left': [39.0, 53.0], 'top': [15.0, 10.0], 'width': [7.0, 10.0], 'height': [16.0, 16.0]}"
train_data,27586.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 9.0], 'left': [34.0, 58.0], 'top': [11.0, 9.0], 'width': [10.0, 12.0], 'height': [28.0, 28.0]}"
train_data,27787.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 2.0], 'left': [63.0, 99.0], 'top': [16.0, 17.0], 'width': [12.0, 15.0], 'height': [48.0, 48.0]}"
train_data,27887.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 6.0], 'left': [36.0, 61.0], 'top': [7.0, 6.0], 'width': [8.0, 19.0], 'height': [33.0, 33.0]}"
train_data,27969.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [3.0, 6.0], 'left': [26.0, 38.0], 'top': [6.0, 5.0], 'width': [6.0, 11.0], 'height': [21.0, 21.0]}"
train_data,28299.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [2.0, 9.0], 'left': [40.0, 73.0], 'top': [10.0, 9.0], 'width': [10.0, 14.0], 'height': [23.0, 23.0]}"
train_data,28407.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [2.0, 7.0], 'left': [27.0, 54.0], 'top': [4.0, 3.0], 'width': [17.0, 15.0], 'height': [29.0, 29.0]}"
train_data,28758.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 7.0], 'left': [29.0, 49.0], 'top': [8.0, 4.0], 'width': [9.0, 16.0], 'height': [29.0, 29.0]}"
train_data,29053.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [3.0, 8.0], 'left': [31.0, 65.0], 'top': [4.0, 4.0], 'width': [16.0, 17.0], 'height': [29.0, 29.0]}"
train_data,29240.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 9.0], 'left': [125.0, 155.0], 'top': [97.0, 92.0], 'width': [12.0, 20.0], 'height': [43.0, 43.0]}"
train_data,29542.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [5.0, 1.0, 10.0, 2.0], 'left': [110.0, 115.0, 120.0, 132.0], 'top': [22.0, 24.0, 21.0, 21.0], 'width': [9.0, 15.0, 17.0, 15.0], 'height': [28.0, 28.0, 28.0, 28.0]}"
train_data,29543.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [2.0, 9.0], 'left': [20.0, 39.0], 'top': [1.0, 1.0], 'width': [9.0, 10.0], 'height': [25.0, 25.0]}"
train_data,29637.png,Single bounding box contains multiple or incorrect digits,"{'label': [2.0], 'left': [25.0], 'top': [3.0], 'width': [24.0], 'height': [25.0]}"
train_data,28755.png,Single bounding box contains multiple or incorrect digits,"{'label': [2.0], 'left': [66.0], 'top': [33.0], 'width': [22.0], 'height': [30.0]}"
train_data,29804.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [8.0, 6.0], 'left': [97.0, 124.0], 'top': [29.0, 8.0], 'width': [42.0, 42.0], 'height': [49.0, 49.0]}"
train_data,30167.png,Single bounding box contains multiple or incorrect digits,"{'label': [7.0], 'left': [31.0], 'top': [6.0], 'width': [23.0], 'height': [22.0]}"
train_data,30301.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 7.0], 'left': [21.0, 34.0], 'top': [6.0, 5.0], 'width': [5.0, 8.0], 'height': [15.0, 15.0]}"
train_data,30318.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [8.0, 2.0, 6.0], 'left': [26.0, 190.0, 195.0], 'top': [14.0, 27.0, 27.0], 'width': [39.0, 7.0, 10.0], 'height': [42.0, 42.0, 42.0]}"
train_data,30469.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 5.0], 'left': [36.0, 60.0], 'top': [6.0, 9.0], 'width': [9.0, 16.0], 'height': [29.0, 29.0]}"
train_data,30887.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [2.0, 8.0], 'left': [42.0, 61.0], 'top': [4.0, 2.0], 'width': [8.0, 13.0], 'height': [26.0, 26.0]}"
train_data,30954.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 1.0], 'left': [10.0, 24.0], 'top': [1.0, 1.0], 'width': [5.0, 4.0], 'height': [13.0, 13.0]}"
train_data,31385.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 3.0, 4.0], 'left': [43.0, 76.0, 96.0], 'top': [7.0, 5.0, 8.0], 'width': [14.0, 20.0, 25.0], 'height': [32.0, 32.0, 32.0]}"
train_data,31536.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 3.0], 'left': [18.0, 33.0], 'top': [4.0, 5.0], 'width': [4.0, 9.0], 'height': [17.0, 17.0]}"
train_data,31925.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [2.0, 1.0], 'left': [60.0, 92.0], 'top': [11.0, 12.0], 'width': [27.0, 16.0], 'height': [45.0, 45.0]}"
train_data,32014.png,Single bounding box contains multiple or incorrect digits,"{'label': [9.0], 'left': [41.0], 'top': [36.0], 'width': [20.0], 'height': [11.0]}"
train_data,32334.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [2.0, 4.0, 10.0], 'left': [28.0, 37.0, 56.0], 'top': [4.0, 4.0, 5.0], 'width': [8.0, 7.0, 8.0], 'height': [15.0, 15.0, 15.0]}"
train_data,32569.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [2.0, 7.0], 'left': [12.0, 30.0], 'top': [1.0, 1.0], 'width': [6.0, 7.0], 'height': [11.0, 11.0]}"
train_data,32757.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 5.0], 'left': [22.0, 35.0], 'top': [4.0, 7.0], 'width': [6.0, 7.0], 'height': [15.0, 15.0]}"
train_data,33026.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 6.0], 'left': [56.0, 93.0], 'top': [12.0, 11.0], 'width': [16.0, 23.0], 'height': [53.0, 53.0]}"
extra_data,104.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 5.0], 'left': [7.0, 30.0], 'top': [7.0, 9.0], 'width': [9.0, 13.0], 'height': [26.0, 26.0]}"
extra_data,133.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 8.0], 'left': [7.0, 37.0], 'top': [4.0, 2.0], 'width': [10.0, 10.0], 'height': [25.0, 25.0]}"
extra_data,1499.png,Single bounding box contains multiple or incorrect digits,"{'label': [3.0], 'left': [28.0], 'top': [4.0], 'width': [16.0], 'height': [9.0]}"
extra_data,1904.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [2.0, 5.0, 1.0], 'left': [22.0, 42.0, 52.0], 'top': [6.0, 7.0, 6.0], 'width': [9.0, 9.0, 9.0], 'height': [22.0, 22.0, 22.0]}"
extra_data,2062.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [2.0, 9.0], 'left': [10.0, 47.0], 'top': [10.0, 10.0], 'width': [19.0, 17.0], 'height': [31.0, 31.0]}"
extra_data,3108.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [4.0, 3.0], 'left': [27.0, 66.0], 'top': [7.0, 4.0], 'width': [18.0, 20.0], 'height': [29.0, 29.0]}"
extra_data,3349.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [7.0, 3.0], 'left': [9.0, 69.0], 'top': [19.0, 12.0], 'width': [29.0, 33.0], 'height': [46.0, 46.0]}"
extra_data,4008.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [7.0, 7.0, 4.0], 'left': [50.0, 101.0, 117.0], 'top': [17.0, 76.0, 71.0], 'width': [22.0, 14.0, 20.0], 'height': [33.0, 33.0, 33.0]}"
extra_data,4807.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 3.0], 'left': [15.0, 31.0], 'top': [7.0, 6.0], 'width': [7.0, 8.0], 'height': [18.0, 18.0]}"
extra_data,5355.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [6.0, 4.0], 'left': [8.0, 47.0], 'top': [10.0, 3.0], 'width': [17.0, 25.0], 'height': [30.0, 30.0]}"
extra_data,6382.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [2.0, 4.0], 'left': [18.0, 75.0], 'top': [14.0, 19.0], 'width': [29.0, 32.0], 'height': [48.0, 48.0]}"
extra_data,6571.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [4.0, 7.0, 7.0], 'left': [4.0, 51.0, 66.0], 'top': [6.0, 3.0, 5.0], 'width': [17.0, 9.0, 13.0], 'height': [26.0, 26.0, 26.0]}"
extra_data,7287.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [2.0, 7.0], 'left': [7.0, 44.0], 'top': [12.0, 8.0], 'width': [17.0, 16.0], 'height': [31.0, 31.0]}"
extra_data,7313.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 6.0], 'left': [23.0, 113.0], 'top': [19.0, 14.0], 'width': [22.0, 40.0], 'height': [68.0, 68.0]}"
extra_data,7347.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 8.0], 'left': [7.0, 54.0], 'top': [18.0, 1.0], 'width': [11.0, 22.0], 'height': [34.0, 34.0]}"
extra_data,7502.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 1.0, 3.0], 'left': [10.0, 20.0, 45.0], 'top': [10.0, 13.0, 10.0], 'width': [9.0, 11.0, 16.0], 'height': [30.0, 30.0, 30.0]}"
extra_data,8672.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [2.0, 1.0, 9.0], 'left': [2.0, 17.0, 47.0], 'top': [5.0, 7.0, 8.0], 'width': [16.0, 12.0, 15.0], 'height': [27.0, 27.0, 27.0]}"
extra_data,8933.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [5.0, 3.0], 'left': [7.0, 56.0], 'top': [16.0, 16.0], 'width': [24.0, 24.0], 'height': [47.0, 47.0]}"
extra_data,9357.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 10.0, 10.0], 'left': [14.0, 52.0, 71.0], 'top': [6.0, 9.0, 9.0], 'width': [13.0, 18.0, 20.0], 'height': [33.0, 33.0, 33.0]}"
extra_data,9427.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 3.0], 'left': [9.0, 54.0], 'top': [15.0, 11.0], 'width': [23.0, 26.0], 'height': [51.0, 51.0]}"
extra_data,10499.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [5.0, 5.0], 'left': [33.0, 70.0], 'top': [9.0, 7.0], 'width': [17.0, 17.0], 'height': [26.0, 26.0]}"
extra_data,10661.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 5.0], 'left': [8.0, 42.0], 'top': [10.0, 8.0], 'width': [14.0, 19.0], 'height': [32.0, 32.0]}"
extra_data,11242.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [4.0, 2.0], 'left': [29.0, 111.0], 'top': [15.0, 20.0], 'width': [37.0, 36.0], 'height': [56.0, 56.0]}"
extra_data,11349.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [7.0, 9.0], 'left': [7.0, 47.0], 'top': [7.0, 4.0], 'width': [17.0, 16.0], 'height': [25.0, 25.0]}"
extra_data,11542.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [6.0, 5.0], 'left': [9.0, 30.0], 'top': [3.0, 2.0], 'width': [11.0, 11.0], 'height': [24.0, 24.0]}"
extra_data,11561.png,Single bounding box contains multiple or incorrect digits,"{'label': [7.0], 'left': [177.0], 'top': [81.0], 'width': [19.0], 'height': [19.0]}"
extra_data,11698.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [3.0, 1.0], 'left': [9.0, 34.0], 'top': [16.0, 11.0], 'width': [12.0, 9.0], 'height': [30.0, 30.0]}"
extra_data,11954.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [3.0, 3.0, 9.0, 3.0], 'left': [8.0, 29.0, 40.0, 47.0], 'top': [5.0, 5.0, 6.0, 3.0], 'width': [9.0, 9.0, 8.0, 12.0], 'height': [20.0, 20.0, 20.0, 20.0]}"
extra_data,11960.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 3.0], 'left': [6.0, 47.0], 'top': [4.0, 4.0], 'width': [19.0, 19.0], 'height': [29.0, 29.0]}"
extra_data,12335.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 1.0], 'left': [18.0, 46.0], 'top': [14.0, 1.0], 'width': [6.0, 6.0], 'height': [20.0, 20.0]}"
extra_data,13374.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 10.0], 'left': [17.0, 59.0], 'top': [31.0, 1.0], 'width': [18.0, 27.0], 'height': [50.0, 50.0]}"
extra_data,13457.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 5.0], 'left': [19.0, 62.0], 'top': [9.0, 13.0], 'width': [8.0, 25.0], 'height': [42.0, 42.0]}"
extra_data,16428.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 1.0], 'left': [3.0, 36.0], 'top': [9.0, 5.0], 'width': [8.0, 10.0], 'height': [27.0, 27.0]}"
extra_data,16618.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [4.0, 1.0], 'left': [15.0, 37.0], 'top': [8.0, 10.0], 'width': [10.0, 7.0], 'height': [16.0, 16.0]}"
extra_data,16729.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [3.0, 7.0], 'left': [24.0, 112.0], 'top': [25.0, 10.0], 'width': [43.0, 27.0], 'height': [54.0, 54.0]}"
extra_data,16891.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 9.0], 'left': [18.0, 42.0], 'top': [17.0, 17.0], 'width': [8.0, 12.0], 'height': [25.0, 25.0]}"
extra_data,17791.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 6.0], 'left': [7.0, 36.0], 'top': [8.0, 1.0], 'width': [10.0, 19.0], 'height': [37.0, 37.0]}"
extra_data,17887.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [4.0, 5.0], 'left': [1.0, 24.0], 'top': [1.0, 1.0], 'width': [12.0, 13.0], 'height': [25.0, 25.0]}"
extra_data,17984.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [4.0, 7.0, 7.0], 'left': [6.0, 14.0, 28.0], 'top': [10.0, 6.0, 4.0], 'width': [3.0, 3.0, 8.0], 'height': [33.0, 33.0, 33.0]}"
extra_data,18144.png,Single bounding box contains multiple or incorrect digits,"{'label': [7.0], 'left': [32.0], 'top': [1.0], 'width': [16.0], 'height': [10.0]}"
extra_data,18492.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 1.0], 'left': [12.0, 52.0], 'top': [3.0, 2.0], 'width': [19.0, 17.0], 'height': [33.0, 33.0]}"
extra_data,18865.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [2.0, 10.0], 'left': [11.0, 52.0], 'top': [4.0, 12.0], 'width': [18.0, 18.0], 'height': [40.0, 40.0]}"
extra_data,19054.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [4.0, 5.0], 'left': [32.0, 57.0], 'top': [8.0, 8.0], 'width': [11.0, 9.0], 'height': [16.0, 16.0]}"
extra_data,20095.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [3.0, 7.0, 2.0], 'left': [8.0, 29.0, 68.0], 'top': [8.0, 8.0, 7.0], 'width': [20.0, 15.0, 20.0], 'height': [39.0, 39.0, 39.0]}"
extra_data,20321.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [5.0, 7.0], 'left': [44.0, 90.0], 'top': [10.0, 10.0], 'width': [17.0, 16.0], 'height': [36.0, 36.0]}"
extra_data,21284.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [6.0, 9.0], 'left': [6.0, 29.0], 'top': [4.0, 2.0], 'width': [11.0, 12.0], 'height': [20.0, 20.0]}"
extra_data,21308.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [3.0, 10.0], 'left': [11.0, 73.0], 'top': [10.0, 6.0], 'width': [26.0, 22.0], 'height': [41.0, 41.0]}"
extra_data,22088.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [3.0, 3.0], 'left': [9.0, 50.0], 'top': [1.0, 3.0], 'width': [12.0, 15.0], 'height': [27.0, 27.0]}"
extra_data,22173.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [5.0, 8.0], 'left': [15.0, 75.0], 'top': [11.0, 10.0], 'width': [31.0, 31.0], 'height': [38.0, 38.0]}"
extra_data,22216.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [2.0, 10.0], 'left': [5.0, 70.0], 'top': [11.0, 11.0], 'width': [24.0, 26.0], 'height': [48.0, 48.0]}"
extra_data,22735.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [2.0, 6.0, 2.0], 'left': [35.0, 64.0, 116.0], 'top': [23.0, 19.0, 8.0], 'width': [29.0, 24.0, 29.0], 'height': [43.0, 43.0, 43.0]}"
extra_data,22858.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [7.0, 10.0], 'left': [17.0, 37.0], 'top': [6.0, 6.0], 'width': [8.0, 9.0], 'height': [22.0, 22.0]}"
extra_data,23264.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 5.0], 'left': [22.0, 51.0], 'top': [3.0, 1.0], 'width': [14.0, 20.0], 'height': [33.0, 33.0]}"
extra_data,24034.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 1.0], 'left': [52.0, 73.0], 'top': [17.0, 19.0], 'width': [8.0, 8.0], 'height': [19.0, 19.0]}"
extra_data,24109.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [2.0, 8.0], 'left': [9.0, 44.0], 'top': [9.0, 6.0], 'width': [14.0, 12.0], 'height': [21.0, 21.0]}"
extra_data,25337.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 2.0], 'left': [12.0, 71.0], 'top': [15.0, 23.0], 'width': [21.0, 28.0], 'height': [47.0, 47.0]}"
extra_data,25654.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [6.0, 6.0], 'left': [10.0, 35.0], 'top': [4.0, 1.0], 'width': [13.0, 15.0], 'height': [22.0, 22.0]}"
extra_data,25780.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 3.0, 6.0], 'left': [-0.0, 35.0, 58.0], 'top': [3.0, 8.0, 3.0], 'width': [14.0, 25.0, 28.0], 'height': [37.0, 37.0, 37.0]}"
extra_data,25839.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 1.0], 'left': [18.0, 69.0], 'top': [12.0, 14.0], 'width': [21.0, 17.0], 'height': [49.0, 49.0]}"
extra_data,26682.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [4.0, 7.0], 'left': [14.0, 64.0], 'top': [18.0, 1.0], 'width': [25.0, 25.0], 'height': [37.0, 37.0]}"
extra_data,27764.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 5.0], 'left': [36.0, 58.0], 'top': [7.0, 6.0], 'width': [8.0, 10.0], 'height': [25.0, 25.0]}"
extra_data,28536.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [5.0, 9.0], 'left': [13.0, 53.0], 'top': [24.0, 19.0], 'width': [15.0, 14.0], 'height': [26.0, 26.0]}"
extra_data,29076.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 6.0], 'left': [18.0, 55.0], 'top': [21.0, 11.0], 'width': [14.0, 20.0], 'height': [47.0, 47.0]}"
extra_data,29904.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 10.0], 'left': [13.0, 42.0], 'top': [11.0, 11.0], 'width': [12.0, 21.0], 'height': [33.0, 33.0]}"
extra_data,29950.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [2.0, 1.0], 'left': [2.0, 40.0], 'top': [1.0, 1.0], 'width': [19.0, 13.0], 'height': [10.0, 10.0]}"
extra_data,30290.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 6.0], 'left': [6.0, 70.0], 'top': [2.0, 1.0], 'width': [31.0, 23.0], 'height': [53.0, 53.0]}"
extra_data,30392.png,Single bounding box contains multiple or incorrect digits,"{'label': [4.0], 'left': [12.0], 'top': [2.0], 'width': [16.0], 'height': [17.0]}"
extra_data,30608.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [9.0, 9.0], 'left': [12.0, 39.0], 'top': [11.0, 9.0], 'width': [13.0, 11.0], 'height': [22.0, 22.0]}"
extra_data,32549.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [5.0, 10.0], 'left': [16.0, 64.0], 'top': [16.0, 9.0], 'width': [16.0, 15.0], 'height': [27.0, 27.0]}"
extra_data,33223.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 2.0], 'left': [12.0, 55.0], 'top': [3.0, 3.0], 'width': [13.0, 23.0], 'height': [39.0, 39.0]}"
extra_data,33228.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [6.0, 10.0], 'left': [18.0, 65.0], 'top': [8.0, 26.0], 'width': [21.0, 27.0], 'height': [47.0, 47.0]}"
extra_data,34648.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 7.0], 'left': [17.0, 69.0], 'top': [8.0, 5.0], 'width': [22.0, 31.0], 'height': [48.0, 48.0]}"
extra_data,35339.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [3.0, 2.0], 'left': [14.0, 56.0], 'top': [10.0, 7.0], 'width': [17.0, 19.0], 'height': [26.0, 26.0]}"
extra_data,35473.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 9.0], 'left': [4.0, 68.0], 'top': [1.0, 2.0], 'width': [23.0, 32.0], 'height': [62.0, 62.0]}"
extra_data,35634.png,Single bounding box contains multiple or incorrect digits,"{'label': [4.0], 'left': [165.0], 'top': [68.0], 'width': [46.0], 'height': [36.0]}"
extra_data,38331.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 1.0], 'left': [5.0, 42.0], 'top': [14.0, 3.0], 'width': [14.0, 25.0], 'height': [34.0, 34.0]}"
extra_data,39046.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [6.0, 10.0], 'left': [6.0, 38.0], 'top': [10.0, 4.0], 'width': [16.0, 15.0], 'height': [30.0, 30.0]}"
extra_data,39051.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 1.0], 'left': [2.0, 29.0], 'top': [9.0, 9.0], 'width': [10.0, 11.0], 'height': [24.0, 24.0]}"
extra_data,39086.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 8.0], 'left': [17.0, 59.0], 'top': [8.0, 13.0], 'width': [11.0, 17.0], 'height': [36.0, 36.0]}"
extra_data,39363.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [7.0, 9.0], 'left': [5.0, 50.0], 'top': [3.0, 3.0], 'width': [23.0, 23.0], 'height': [40.0, 40.0]}"
extra_data,40232.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 10.0], 'left': [6.0, 26.0], 'top': [9.0, 3.0], 'width': [10.0, 10.0], 'height': [25.0, 25.0]}"
extra_data,40269.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 3.0], 'left': [31.0, 49.0], 'top': [10.0, 9.0], 'width': [7.0, 10.0], 'height': [20.0, 20.0]}"
extra_data,40346.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 5.0], 'left': [37.0, 60.0], 'top': [12.0, 9.0], 'width': [9.0, 11.0], 'height': [25.0, 25.0]}"
extra_data,40732.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [5.0, 10.0], 'left': [8.0, 30.0], 'top': [2.0, 1.0], 'width': [11.0, 12.0], 'height': [27.0, 27.0]}"
extra_data,41075.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [2.0, 7.0], 'left': [17.0, 81.0], 'top': [26.0, 8.0], 'width': [23.0, 20.0], 'height': [38.0, 38.0]}"
extra_data,42876.png,Single bounding box contains multiple or incorrect digits,"{'label': [6.0], 'left': [30.0], 'top': [6.0], 'width': [26.0], 'height': [21.0]}"
extra_data,44476.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [2.0, 10.0], 'left': [11.0, 74.0], 'top': [16.0, 7.0], 'width': [30.0, 40.0], 'height': [51.0, 51.0]}"
extra_data,44557.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 8.0, 5.0], 'left': [0.0, 41.0, 54.0], 'top': [1.0, 22.0, 21.0], 'width': [14.0, 12.0, 20.0], 'height': [21.0, 21.0, 21.0]}"
extra_data,44857.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [3.0, 10.0], 'left': [9.0, 48.0], 'top': [12.0, 8.0], 'width': [16.0, 14.0], 'height': [33.0, 33.0]}"
extra_data,45327.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [9.0, 10.0], 'left': [15.0, 52.0], 'top': [9.0, 10.0], 'width': [13.0, 12.0], 'height': [29.0, 29.0]}"
extra_data,45986.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 3.0], 'left': [8.0, 31.0], 'top': [6.0, 6.0], 'width': [8.0, 14.0], 'height': [20.0, 20.0]}"
extra_data,45993.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 2.0], 'left': [16.0, 61.0], 'top': [6.0, 5.0], 'width': [15.0, 23.0], 'height': [35.0, 35.0]}"
extra_data,46076.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [8.0, 1.0, 10.0], 'left': [12.0, 28.0, 63.0], 'top': [17.0, 2.0, 5.0], 'width': [80.0, 16.0, 16.0], 'height': [48.0, 48.0, 48.0]}"
extra_data,46414.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 10.0], 'left': [14.0, 46.0], 'top': [10.0, 15.0], 'width': [14.0, 13.0], 'height': [31.0, 31.0]}"
extra_data,47093.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 4.0], 'left': [14.0, 70.0], 'top': [12.0, 16.0], 'width': [15.0, 17.0], 'height': [36.0, 36.0]}"
extra_data,47297.png,Skipped digit that will be included during pre-processing or included a non-existent digit,"{'label': [1.0, 10.0, 10.0], 'left': [12.0, 16.0, 33.0], 'top': [15.0, 14.0, 13.0], 'width': [6.0, 8.0, 8.0], 'height': [22.0, 22.0, 22.0]}"
